60,60.00014401
60,60.00037574
60,60.00060772
60,60.00083995
60,60.00107243
60,60.00130517
60,60.00153815
60,60.00177139
60,60.00200487
60,60.0022386
60,60.00247258
60,60.00270681
60,60.00293698
60,60.00316093
60,60.00338511
60,60.00360952
60,60.00383415
60,60.00405901
60,60.0042841
60,60.00450942
60,60.00473496
60,60.00496073
60,60.00518672
60,60.00541294
60,60.00563938
60,60.00586605
60,60.00609294
60,60.00632006
60,60.0065474
60,60.00677496
60,60.00700275
60,60.00723075
60,60.00745898
60,60.00768743
60,60.00791611
60,60.008145
60,60.00837411
60,60.00860345
60,60.008833
60,60.00906277
60,60.00929277
60,60.00952298
60,60.00975341
60,60.00998406
60,60.01021492
60,60.01044601
60,60.01067731
60,60.01090882
60,60.01114056
60,60.01137251
60,60.01160467
60,60.0118097
60,60.012015
60,60.01222055
60,60.01242638
60,60.01263247
60,60.01283882
60,60.01304543
60,60.0132523
60,60.01345944
60,60.01366684
60,60.0138745
60,60.01408242
60,60.01429061
60,60.01449905
60,60.01470775
60,60.01491671
60,60.01512593
60,60.01533541
60,60.01554515
60,60.01575515
60,60.0159654
60,60.01617591
60,60.01638668
60,60.0165977
60,60.01680898
60,60.01702052
60,60.01723231
60,60.01744436
60,60.01765666
60,60.01786921
60,60.01808202
60,60.01829509
60,60.0185084
60,60.01872197
60,60.01893579
60,60.01914987
60,60.01936419
60,60.01957877
60,60.01978661
60,60.01999005
60,60.02019374
60,60.02039766
60,60.02060183
60,60.02080624
60.00001021,60.02101089
60.00078337,60.02121578
60.00323873,60.02142092
60.00619453,60.02162629
60.00779642,60.0218319
60.00782097,60.02203776
60.0079923,60.02224385
60.00987236,60.02245018
60.01290581,60.02265676
60.01506672,60.02286356
60.01535838,60.02307061
60.01508067,60.0232779
60.01625605,60.02348542
60.01912006,60.02369318
60.0217892,60.02390118
60.02256948,60.02410941
60.02206538,60.02431788
60.02172703,60.02452659
60.02172665,60.02473553
60.02186582,60.02494471
60.02181946,60.02515412
60.0215358,60.02536377
60.02129798,60.02557365
60.02137277,60.02578376
60.0216804,60.02599411
60.02189233,60.02620469
60.02183596,60.02641551
60.02170588,60.02662655
60.02182174,60.02683783
60.02223289,60.02704934
60.02265682,60.02726108
60.02282722,60.02747306
60.02282165,60.02767979
60.0229639,60.02786488
60.02340642,60.02805023
60.02391719,60.02823583
60.02416817,60.0284217
60.02414271,60.02860783
60.02415678,60.02879422
60.02446899,60.02898086
60.02496187,60.02916776
60.02528857,60.02935492
60.02530346,60.02954234
60.02524244,60.02973002
60.0254311,60.02991795
60.02588286,60.03010614
60.02628395,60.03029459
60.02638342,60.03048329
60.02630355,60.03067225
60.02638731,60.03086146
60.02677447,60.03105093
60.02723038,60.03124065
60.02743736,60.03143063
60.02738726,60.03162086
60.02738915,60.03181134
60.02768595,60.03200208
60.02815489,60.03219307
60.02846079,60.03238432
60.02847123,60.03257581
60.02841852,60.03276756
60.02861064,60.03295956
60.02905082,60.03315182
60.02943501,60.03334432
60.0295292,60.03353707
60.02945798,60.03373008
60.02954831,60.03392333
60.02992518,60.03411684
60.03035836,60.03431059
60.03054848,60.0345046
60.03049733,60.03469885
60.03050422,60.03489335
60.03079555,60.03506724
60.03124528,60.03523617
60.03153141,60.03540538
60.03153501,60.03557486
60.03148661,60.03574461
60.03168023,60.03591464
60.03210986,60.03608493
60.03247715,60.0362555
60.03256139,60.03642633
60.03249228,60.03659744
60.03258851,60.03676881
60.03296331,60.03694046
60.0333845,60.03711237
60.03356272,60.03728455
60.03350981,60.03745701
60.03352251,60.03762973
60.03381435,60.03780271
60.0342521,60.03797597
60.03452204,60.03814949
60.03451892,60.03832328
60.03447457,60.03849734
60.0346696,60.03867166
60.03508673,60.03884625
60.03543346,60.03902111
60.03550527,60.03919623
60.03543783,60.03937161
60.03553723,60.03954726
60.03590115,60.03972318
60.03629911,60.03989936
60.03645911,60.0400758
60.03640428,60.04025251
60.03642223,60.04042948
60.03670843,60.04060671
60.03712523,60.04078421
60.03737356,60.04096197
60.03736363,60.04113999
60.03732478,60.04131828
60.03752085,60.04149682
60.03792425,60.04167965
60.03825057,60.04186875
60.03831125,60.04205805
60.03824675,60.04224757
60.0383524,60.04243731
60.03871335,60.04262726
60.0390988,60.04281742
60.03924736,60.04300779
60.0391912,60.04319838
60.03921685,60.04338917
60.03951143,60.04358018
60.03993006,60.0437714
60.04017356,60.04396283
60.04015941,60.04415448
60.04012519,60.04434633
60.04033562,60.04453839
60.04075427,60.04473067
60.0410864,60.04492315
60.04114361,60.04511584
60.04107858,60.04530875
60.04119742,60.04550186
60.04158079,60.04569518
60.0419819,60.04588871
60.0421309,60.04608244
60.04207024,60.04627639
60.04210353,60.04647054
60.04242041,60.0466649
60.04286023,60.04685947
60.04310906,60.04705425
60.04308911,60.04724923
60.04305648,60.04744442
60.04328524,60.04763981
60.04372735,60.04783541
60.04406991,60.04803122
60.04412251,60.04822723
60.04405447,60.04842345
60.04418626,60.04861987
60.04459273,60.0488165
60.04500838,60.04901333
60.04515541,60.04914507
60.04508891,60.04927712
60.04512938,60.04940948
60.04546525,60.04954216
60.04591829,60.04967514
60.0461644,60.04980844
60.04613636,60.04994204
60.04610583,60.05007595
60.04634486,60.05021018
60.04678888,60.05034471
60.04711845,60.05047955
60.04715724,60.0506147
60.04708845,60.05075015
60.04722363,60.05088592
60.04761621,60.05102199
60.04799855,60.05115837
60.04811759,60.05129506
60.04804721,60.05143206
60.04809056,60.05156936
60.04840268,60.05170697
60.04880211,60.05184488
60.04900057,60.0519831
60.04896086,60.05212163
60.04893767,60.05226046
60.04915822,60.05239959
60.04954285,60.05253903
60.04980866,60.05267878
60.04982267,60.05281883
60.04976293,60.05295918
60.04989269,60.05309984
60.0502344,60.0532408
60.05054628,60.05338207
60.05062594,60.05352363
60.0505596,60.0536655
60.05060977,60.05380767
60.05088911,60.05395015
60.05122417,60.05409292
60.05137367,60.054236
60.05132773,60.05438555
60.051317,60.05453946
60.05152569,60.0546936
60.05186492,60.05484798
